	gene_matrix_background
16809	215113
16810	215114
16811	215160
16812	215194
16813	215201
16814	215210
16815	215243
16816	215274
16817	215280
16818	215303
16819	215332
16820	215335
16821	215351
16822	215378
16823	215384
16824	215387
16825	215418
16826	215436
16827	215445
16828	215446
16829	215449
16830	215456
16831	215467
16832	215472
16833	215474
16834	215476
16835	215493
16836	215494
16837	215512
16838	215615
16839	215627
16840	215632
16841	215641
16842	215653
16843	215654
16844	215690
16845	215693
16846	215705
16847	215707
16848	215714
16849	215723
16850	215728
16851	215748
16852	215751
16853	215772
16854	215789
16855	215798
16856	215814
16857	215819
16858	215821
16859	215854
16860	215855
16861	215856
16862	215859
16863	215890
16864	215895
16865	215919
16866	215928
16867	215929
16868	215999
16869	216001
16870	216011
16871	216019
16872	216021
16873	216028
16874	216033
16875	216049
16876	216080
16877	216119
16878	216131
16879	216134
16880	216136
16881	216144
16882	216148
16883	216150
16884	216151
16885	216152
16886	216154
16887	216156
16888	216157
16889	216161
16890	216166
16891	216169
16892	216177
16893	216188
16894	216190
16895	216197
16896	216198
16897	216225
16898	216227
16899	216233
16900	216238
16901	216274
16902	216285
16903	216292
16904	216343
16905	216344
16906	216345
16907	216350
16908	216363
16909	216377
16910	216393
16911	216439
16912	216440
16913	216441
16914	216445
16915	21645
16916	216453
16917	216456
16918	216459
16919	21646
16920	21648
16921	216505
16922	216516
16923	21652
16924	216527
16925	216543
16926	216549
16927	216551
16928	216558
16929	216560
16930	216565
16931	216578
16932	216613
16933	216616
16934	216618
16935	216635
16936	21664
16937	216643
16938	216644
16939	21665
16940	21667
16941	216705
16942	21672
16943	216724
16944	216725
16945	21673
16946	216739
16947	21674
16948	216742
16949	216749
16950	21676
16951	216760
16952	216766
16953	216767
16954	21677
16955	21678
16956	216781
16957	21679
16958	216792
16959	216795
16960	216797
16961	216799
16962	216805
16963	21681
16964	216810
16965	216818
16966	21682
16967	216820
16968	216821
16969	216825
16970	216829
16971	21683
16972	216831
16973	216835
16974	21684
16975	216846
16976	216848
16977	21685
16978	216850
16979	216853
16980	216856
16981	216858
16982	216859
16983	216860
16984	216864
16985	216867
16986	216869
16987	21687
16988	216871
16989	216873
16990	216874
16991	216877
16992	216881
16993	21689
16994	216892
16995	216961
16996	216963
16997	216964
16998	216965
16999	216971
17000	216974
17001	216984
17002	216987
17003	216991
17004	217011
17005	217012
17006	217026
17007	217030
17008	217031
17009	217038
17010	217039
17011	217057
17012	217069
17013	217071
17014	217082
17015	217109
17016	217116
17017	217119
17018	217122
17019	217124
17020	217125
17021	217127
17022	217138
17023	217140
17024	217143
17025	217149
17026	217151
17027	217154
17028	217166
17029	217169
17030	217194
17031	217198
17032	217201
17033	217203
17034	217207
17035	217212
17036	217214
17037	217217
17038	217218
17039	217219
17040	217232
17041	217246
17042	217258
17043	217262
17044	217265
17045	217294
17046	217302
17047	217303
17048	217304
17049	217305
17050	217306
17051	217310
17052	217316
17053	217325
17054	217328
17055	217331
17056	217333
17057	217335
17058	217337
17059	217340
17060	217341
17061	217342
17062	217344
17063	217351
17064	217353
17065	217356
17066	217364
17067	217365
17068	217366
17069	217369
17070	217371
17071	217378
17072	217379
17073	217410
17074	21743
17075	217430
17076	217431
17077	21744
17078	217449
17079	21745
17080	217463
17081	217473
17082	21748
17083	217480
17084	21749
17085	21750
17086	217517
17087	21752
17088	21753
17089	217536
17090	21754
17091	21755
17092	217558
17093	21756
17094	217578
17095	217588
17096	217593
17097	217601
17098	21761
17099	21762
17100	21763
17101	217648
17102	217653
17103	21766
17104	217664
17105	217666
17106	21767
17107	217674
17108	217682
17109	217684
17110	21769
17111	217692
17112	217695
17113	217698
17114	21770
17115	217700
17116	217705
17117	217707
17118	217708
17119	217715
17120	217716
17121	217718
17122	217732
17123	217733
17124	217734
17125	217737
17126	217738
17127	217779
17128	21778
17129	21780
17130	21781
17131	217826
17132	217827
17133	217835
17134	217837
17135	21784
17136	217843
17137	217845
17138	217847
17139	21785
17140	21786
17141	217864
17142	217866
17143	217869
17144	21787
17145	217874
17146	21788
17147	217882
17148	21789
17149	217893
17150	217944
17151	217946
17152	217951
17153	217980
17154	217995
17155	21802
17156	21803
17157	218030
17158	218035
17159	218038
17160	21804
17161	21807
17162	21808
17163	21809
17164	21810
17165	218100
17166	218103
17167	21812
17168	218121
17169	21813
17170	218138
17171	21814
17172	21815
17173	21816
17174	218165
17175	21817
17176	21818
17177	21819
17178	218194
17179	218203
17180	21821
17181	218210
17182	218214
17183	218215
17184	21822
17185	21823
17186	218232
17187	218236
17188	21824
17189	21825
17190	21826
17191	218268
17192	21827
17193	218271
17194	218275
17195	21828
17196	218294
17197	21830
17198	218304
17199	218311
17200	218314
17201	21832
17202	21833
17203	218333
17204	218335
17205	21834
17206	218341
17207	218343
17208	21835
17209	21838
17210	218397
17211	21841
17212	21843
17213	21844
17214	218440
17215	218441
17216	218442
17217	218454
17218	21846
17219	218460
17220	218461
17221	21847
17222	218476
17223	21848
17224	21849
17225	218490
17226	218503
17227	218506
17228	218518
17229	21853
17230	21854
17231	218543
17232	218544
17233	21855
17234	21856
17235	21857
17236	21858
17237	218581
17238	21859
17239	218613
17240	218624
17241	218629
17242	218630
17243	218639
17244	21869
17245	218693
17246	218695
17247	218699
17248	21871
17249	21872
17250	21873
17251	218734
17252	218739
17253	218756
17254	218763
17255	21877
17256	218772
17257	218793
17258	21881
17259	218811
17260	218820
17261	218832
17262	21884
17263	21885
17264	21886
17265	218865
17266	21887
17267	218877
17268	21888
17269	218885
17270	218902
17271	218914
17272	21892
17273	218921
17274	21894
17275	218952
17276	21897
17277	218973
17278	218975
17279	218977
17280	21898
17281	218989
17282	21899
17283	219022
17284	219026
17285	219033
17286	219038
17287	21906
17288	21907
17289	219072
17290	21908
17291	21909
17292	219094
17293	219103
17294	219105
17295	219114
17296	21912
17297	219131
17298	219132
17299	219134
17300	219135
17301	219140
17302	219144
17303	219148
17304	219149
17305	21915
17306	219150
17307	219151
17308	219158
17309	21916
17310	21917
17311	219170
17312	219181
17313	219189
17314	21922
17315	219228
17316	21923
17317	21924
17318	219249
17319	21925
17320	219257
17321	21926
17322	21927
17323	21928
17324	21929
17325	21930
17326	21933
17327	21934
17328	21935
17329	21936
17330	21937
17331	21938
17332	21939
17333	21940
17334	21941
17335	21942
17336	21943
17337	21944
17338	21945
17339	21946
17340	21947
17341	21948
17342	21949
17343	21950
17344	21951
17345	21952
17346	21953
17347	21954
17348	21955
17349	21956
17350	21957
17351	21958
17352	21959
17353	21960
17354	21961
17355	21968
17356	21969
17357	21973
17358	21974
17359	21975
17360	21976
17361	21981
17362	21982
17363	21983
17364	21984
17365	21985
17366	21987
17367	21990
17368	21991
17369	22003
17370	22004
17371	22017
17372	22018
17373	22019
17374	22021
17375	22022
17376	22024
17377	22025
17378	22026
17379	22027
17380	22029
17381	22030
17382	22031
17383	22032
17384	22033
17385	22034
17386	22035
17387	22036
17388	22037
17389	22038
17390	22040
17391	22041
17392	22042
17393	22044
17394	22045
17395	22051
17396	22057
17397	22059
17398	22061
17399	22062
17400	22063
17401	22064
17402	22065
17403	22066
17404	22067
17405	22068
17406	22070
17407	22072
17408	22073
17409	22074
17410	22083
17411	22084
17412	22088
17413	22092
17414	22094
17415	22095
17416	22097
17417	22099
17418	22109
17419	22110
17420	22113
17421	22114
17422	22115
17423	22116
17424	22117
17425	22121
17426	22123
17427	22127
17428	22129
17429	22130
17430	22134
17431	22137
17432	22138
17433	22139
17434	22141
17435	22142
17436	22143
17437	22144
17438	22145
17439	22146
17440	22147
17441	22151
17442	22152
17443	22153
17444	22154
17445	22156
17446	22157
17447	22158
17448	22160
17449	22163
17450	22164
17451	22165
17452	22166
17453	22169
17454	22171
17455	22172
17456	22173
17457	22174
17458	22177
17459	22178
17460	22183
17461	22184
17462	22185
17463	22186
17464	22187
17465	22190
17466	22192
17467	22193
17468	22194
17469	22195
17470	22196
17471	22200
17472	22201
17473	22202
17474	22209
17475	22210
17476	22213
17477	22214
17478	22215
17479	22217
17480	22218
17481	22221
17482	22222
17483	22223
17484	22224
17485	22225
17486	22226
17487	22227
17488	22228
17489	22229
17490	22232
17491	22234
17492	22235
17493	22236
17494	22238
17495	22239
17496	22240
17497	22241
17498	22242
17499	22245
17500	22247
17501	22248
17502	22249
17503	22253
17504	22255
17505	22256
17506	22258
17507	22259
17508	22260
17509	22262
17510	22264
17511	22268
17512	22269
17513	22270
17514	22271
17515	22272
17516	22273
17517	22275
17518	22276
17519	22278
17520	22282
17521	22283
17522	22284
17523	22286
17524	22287
17525	22288
17526	22289
17527	22290
17528	22293
17529	22294
17530	22295
17531	22296
17532	22297
17533	22301
17534	22305
17535	22306
17536	22307
17537	22308
17538	22310
17539	22311
17540	22312
17541	22313
17542	22317
17543	22318
17544	22319
17545	22320
17546	22321
17547	223227
17548	22323
17549	22324
17550	22325
17551	223254
17552	223255
17553	22326
17554	223262
17555	223267
17556	22327
17557	223272
17558	22329
17559	22330
17560	22333
17561	223332
17562	223337
17563	22334
17564	22335
17565	22337
17566	22339
17567	22340
17568	22341
17569	22342
17570	22343
17571	223435
17572	22344
17573	223453
17574	22346
17575	223473
17576	22348
17577	223483
17578	22349
17579	223499
17580	22350
17581	22351
17582	223513
17583	22352
17584	223527
17585	22353
17586	22354
17587	22355
17588	22359
17589	22360
17590	223604
17591	22361
17592	22362
17593	223626
17594	22363
17595	22364
17596	223642
17597	223645
17598	223646
17599	223648
17600	223649
17601	22365
17602	223650
17603	223658
17604	223664
17605	223665
17606	223666
17607	223669
17608	22367
17609	223672
17610	22368
17611	223690
17612	223691
17613	223693
17614	223696
17615	223697
17616	22370
17617	223706
17618	22371
17619	223722
17620	223723
17621	223726
17622	22373
17623	223739
17624	223752
17625	223753
17626	223754
17627	22376
17628	22377
17629	223770
17630	223773
17631	223774
17632	223775
17633	22378
17634	223780
17635	22379
17636	22380
17637	223809
17638	223825
17639	223827
17640	223828
17641	223838
17642	22384
17643	223843
17644	22385
17645	223864
17646	223870
17647	22388
17648	223881
17649	22390
17650	223915
17651	223917
17652	223918
17653	223920
17654	223921
17655	223922
17656	22393
17657	223970
17658	223978
17659	223989
17660	224008
17661	22401
17662	224014
17663	224020
17664	224022
17665	224023
17666	224024
17667	22404
17668	224044
17669	224045
17670	224055
17671	224065
17672	224079
17673	22408
17674	224088
17675	22409
17676	224090
17677	224092
17678	224093
17679	224098
17680	22410
17681	224105
17682	224109
17683	22411
17684	224111
17685	224116
17686	22412
17687	224129
17688	22413
17689	224139
17690	22414
17691	224143
17692	22415
17693	22416
17694	22417
17695	224170
17696	22418
17697	224180
17698	22419
17699	22420
17700	22421
17701	22422
17702	224224
17703	22423
17704	224250
17705	22427
17706	224273
17707	22428
17708	224291
17709	22431
17710	224318
17711	22433
17712	224344
17713	22436
17714	22437
17715	22439
17716	224405
17717	22441
17718	224419
17719	224432
17720	224440
17721	22445
17722	224454
17723	22446
17724	224480
17725	224481
17726	224523
17727	224530
17728	224552
17729	224572
17730	224576
17731	224582
17732	224585
17733	224598
17734	224613
17735	224617
17736	224619
17737	224624
17738	224630
17739	224640
17740	224648
17741	224650
17742	224656
17743	224661
17744	224671
17745	224674
17746	224691
17747	224694
17748	224697
17749	224705
17750	224727
17751	224742
17752	224753
17753	224754
17754	224756
17755	224761
17756	224762
17757	224792
17758	224794
17759	224796
17760	224805
17761	224807
17762	224813
17763	224814
17764	224823
17765	224824
17766	224826
17767	224829
17768	224833
17769	224836
17770	224840
17771	224860
17772	224876
17773	224893
17774	224897
17775	224902
17776	224903
17777	224907
17778	224912
17779	224916
17780	224938
17781	224997
17782	225010
17783	225020
17784	225027
17785	225028
17786	225030
17787	225049
17788	225055
17789	225058
17790	225115
17791	225131
17792	225152
17793	225160
17794	225164
17795	225182
17796	225187
17797	225192
17798	225207
17799	225215
17800	225256
17801	22526
17802	225266
17803	225280
17804	225283
17805	225288
17806	225289
17807	225326
17808	225339
17809	225341
17810	225348
17811	225358
17812	225362
17813	225363
17814	225372
17815	225392
17816	225432
17817	225443
17818	225467
17819	225471
17820	225497
17821	225518
17822	225523
17823	225579
17824	225594
17825	225600
17826	225608
17827	225609
17828	225631
17829	225638
17830	225642
17831	225644
17832	225651
17833	225659
17834	225724
17835	225742
17836	225743
17837	225745
17838	225791
17839	225825
17840	225849
17841	225852
17842	225861
17843	225865
17844	225870
17845	225872
17846	225875
17847	225876
17848	225887
17849	22589
17850	225895
17851	225896
17852	225898
17853	22590
17854	225908
17855	22591
17856	225912
17857	225913
17858	22592
17859	225922
17860	225923
17861	225929
17862	22594
17863	22596
17864	22598
17865	22599
17866	225994
17867	225995
17868	225997
17869	225998
17870	22601
17871	226016
17872	226025
17873	226026
17874	226040
17875	226041
17876	226043
17877	226049
17878	226075
17879	22608
17880	226089
17881	226090
17882	226098
17883	226101
17884	226105
17885	226115
17886	22612
17887	226122
17888	226123
17889	226139
17890	226144
17891	226154
17892	226162
17893	226169
17894	226178
17895	226180
17896	226182
17897	22619
17898	226243
17899	226245
17900	22625
17901	226250
17902	226251
17903	226255
17904	22626
17905	226265
17906	22627
17907	226278
17908	22628
17909	22629
17910	22630
17911	226304
17912	22631
17913	22632
17914	22634
17915	22635
17916	226351
17917	226352
17918	226356
17919	226359
17920	22637
17921	22639
17922	22640
17923	226407
17924	226409
17925	226412
17926	226413
17927	226414
17928	226418
17929	226419
17930	22642
17931	226421
17932	226422
17933	22643
17934	226432
17935	226438
17936	226439
17937	22644
17938	226442
17939	22646
17940	226470
17941	22648
17942	226517
17943	226518
17944	226519
17945	22652
17946	226525
17947	226539
17948	22654
17949	226541
17950	226548
17951	226551
17952	226562
17953	226564
17954	226565
17955	22658
17956	226591
17957	226594
17958	226601
17959	226604
17960	22661
17961	226610
17962	226641
17963	226646
17964	226652
17965	226654
17966	22666
17967	22668
17968	226695
17969	22670
17970	22671
17971	226720
17972	22673
17973	226744
17974	226747
17975	226751
17976	226757
17977	226777
17978	226778
17979	22678
17980	226781
17981	226791
17982	22680
17983	22682
17984	226823
17985	226830
17986	226841
17987	226849
17988	22685
17989	226856
17990	226861
17991	226866
17992	22687
17993	22688
17994	22689
17995	226896
17996	22690
17997	22691
17998	226922
17999	22693
18000	22694
18001	22695
18002	226957
18003	22696
18004	22697
18005	226970
18006	226971
18007	226976
18008	226977
18009	22698
18010	226982
18011	226999
18012	22700
18013	22701
18014	22702
18015	22704
18016	227058
18017	227059
18018	22709
18019	227091
18020	227095
18021	227099
18022	22710
18023	227102
18024	22712
18025	227120
18026	22715
18027	227154
18028	227157
18029	22717
18030	22718
18031	22719
18032	227195
18033	227197
18034	22720
18035	227210
18036	22722
18037	227231
18038	22724
18039	227288
18040	227289
18041	227290
18042	227292
18043	227325
18044	227326
18045	227327
18046	227331
18047	227333
18048	227334
18049	227357
18050	227377
18051	227394
18052	227399
18053	227449
18054	22746
18055	227485
18056	22750
18057	22751
18058	227522
18059	227525
18060	227526
18061	22754
18062	227541
18063	227545
18064	22755
18065	22756
18066	22757
18067	22758
18068	227580
18069	22759
18070	227606
18071	22761
18072	227612
18073	227613
18074	227615
18075	227618
18076	227619
18077	22762
18078	227620
18079	227624
18080	227627
18081	22763
18082	227630
18083	227631
18084	227632
18085	227634
18086	227638
18087	22764
18088	227644
18089	227648
18090	227656
18091	227659
18092	22767
18093	227671
18094	227674
18095	22768
18096	227682
18097	227683
18098	227693
18099	227696
18100	227697
18101	227699
18102	22770
18103	227700
18104	227707
18105	22771
18106	227715
18107	227717
